연도,시도,구군,주소,지수
2003,강원(남),강릉시,강원 강릉시,148.3
2004,강원(남),강릉시,강원 강릉시,902.5
2005,강원(남),강릉시,강원 강릉시,927.3
2006,강원(남),강릉시,강원 강릉시,937.1
2007,강원(남),강릉시,강원 강릉시,925.1
2008,강원(남),강릉시,강원 강릉시,888.1
2009,강원(남),강릉시,강원 강릉시,877.5
2010,강원(남),강릉시,강원 강릉시,876.4
2011,강원(남),강릉시,강원 강릉시,948.4
2012,강원(남),강릉시,강원 강릉시,1061.7
2013,강원(남),강릉시,강원 강릉시,1077
2014,강원(남),강릉시,강원 강릉시,1088.9
2015,강원(남),강릉시,강원 강릉시,1128.3
2016,강원(남),강릉시,강원 강릉시,1162
2017,강원(남),강릉시,강원 강릉시,1182.9
2018,강원(남),강릉시,강원 강릉시,402.7
2003,강원(남),원주시,강원 원주시,147.4
2004,강원(남),원주시,강원 원주시,912.1
2005,강원(남),원주시,강원 원주시,939.9
2006,강원(남),원주시,강원 원주시,997.1
2007,강원(남),원주시,강원 원주시,998.4
2008,강원(남),원주시,강원 원주시,986
2009,강원(남),원주시,강원 원주시,978.5
2010,강원(남),원주시,강원 원주시,974.5
2011,강원(남),원주시,강원 원주시,1013
2012,강원(남),원주시,강원 원주시,1120.8
2013,강원(남),원주시,강원 원주시,1133.7
2014,강원(남),원주시,강원 원주시,1142.4
2015,강원(남),원주시,강원 원주시,1149.3
2016,강원(남),원주시,강원 원주시,1165.8
2017,강원(남),원주시,강원 원주시,1186.3
2018,강원(남),원주시,강원 원주시,399.3
2003,강원(남),춘천시,강원 춘천시,145
2004,강원(남),춘천시,강원 춘천시,875.1
2005,강원(남),춘천시,강원 춘천시,904.7
2006,강원(남),춘천시,강원 춘천시,900.2
2007,강원(남),춘천시,강원 춘천시,878.7
2008,강원(남),춘천시,강원 춘천시,892.3
2009,강원(남),춘천시,강원 춘천시,929
2010,강원(남),춘천시,강원 춘천시,981.7
2011,강원(남),춘천시,강원 춘천시,1075.5
2012,강원(남),춘천시,강원 춘천시,1149
2013,강원(남),춘천시,강원 춘천시,1136
2014,강원(남),춘천시,강원 춘천시,1141.8
2015,강원(남),춘천시,강원 춘천시,1143.9
2016,강원(남),춘천시,강원 춘천시,1161.8
2017,강원(남),춘천시,강원 춘천시,1188.6
2018,강원(남),춘천시,강원 춘천시,398.7
2003,경기,고양시,경기 고양시,134.6
2004,경기,고양시,경기 고양시,797.2
2005,경기,고양시,경기 고양시,799.7
2006,경기,고양시,경기 고양시,929.7
2007,경기,고양시,경기 고양시,1150.9
2008,경기,고양시,경기 고양시,1204.6
2009,경기,고양시,경기 고양시,1192.4
2010,경기,고양시,경기 고양시,1169.7
2011,경기,고양시,경기 고양시,1142.4
2012,경기,고양시,경기 고양시,1109.9
2013,경기,고양시,경기 고양시,1052.5
2014,경기,고양시,경기 고양시,1070.8
2015,경기,고양시,경기 고양시,1122.9
2016,경기,고양시,경기 고양시,1160.7
2017,경기,고양시,경기 고양시,1186.5
2018,경기,고양시,경기 고양시,398.7
2003,경기,과천시,경기 과천시,130
2004,경기,과천시,경기 과천시,757.8
2005,경기,과천시,경기 과천시,834.5
2006,경기,과천시,경기 과천시,1051.8
2007,경기,과천시,경기 과천시,1310.1
2008,경기,과천시,경기 과천시,1226.1
2009,경기,과천시,경기 과천시,1214.1
2010,경기,과천시,경기 과천시,1245.7
2011,경기,과천시,경기 과천시,1205.6
2012,경기,과천시,경기 과천시,1115.1
2013,경기,과천시,경기 과천시,1064.2
2014,경기,과천시,경기 과천시,1101.2
2015,경기,과천시,경기 과천시,1134
2016,경기,과천시,경기 과천시,1172
2017,경기,과천시,경기 과천시,1193.1
2018,경기,과천시,경기 과천시,416.9
2003,경기,광명시,경기 광명시,123.6
2004,경기,광명시,경기 광명시,701.6
2005,경기,광명시,경기 광명시,694.3
2006,경기,광명시,경기 광명시,750.9
2007,경기,광명시,경기 광명시,871.9
2008,경기,광명시,경기 광명시,1016.4
2009,경기,광명시,경기 광명시,1041.3
2010,경기,광명시,경기 광명시,1029.7
2011,경기,광명시,경기 광명시,1022.6
2012,경기,광명시,경기 광명시,1009.2
2013,경기,광명시,경기 광명시,984.9
2014,경기,광명시,경기 광명시,1020.7
2015,경기,광명시,경기 광명시,1096
2016,경기,광명시,경기 광명시,1146.1
2017,경기,광명시,경기 광명시,1181.4
2018,경기,광명시,경기 광명시,402.3
2003,경기,광주시,경기 광주시,138.3
2004,경기,광주시,경기 광주시,830.6
2005,경기,광주시,경기 광주시,850.7
2006,경기,광주시,경기 광주시,1006.8
2007,경기,광주시,경기 광주시,1346.7
2008,경기,광주시,경기 광주시,1351.2
2009,경기,광주시,경기 광주시,1276.1
2010,경기,광주시,경기 광주시,1227.4
2011,경기,광주시,경기 광주시,1184.1
2012,경기,광주시,경기 광주시,1175.4
2013,경기,광주시,경기 광주시,1157.4
2014,경기,광주시,경기 광주시,1146.9
2015,경기,광주시,경기 광주시,1163.3
2016,경기,광주시,경기 광주시,1184.8
2017,경기,광주시,경기 광주시,1195.9
2018,경기,광주시,경기 광주시,399.5
2003,경기,구리시,경기 구리시,136.9
2004,경기,구리시,경기 구리시,817.7
2005,경기,구리시,경기 구리시,794.6
2006,경기,구리시,경기 구리시,850
2007,경기,구리시,경기 구리시,1087.1
2008,경기,구리시,경기 구리시,1152.1
2009,경기,구리시,경기 구리시,1148
2010,경기,구리시,경기 구리시,1153.1
2011,경기,구리시,경기 구리시,1155.5
2012,경기,구리시,경기 구리시,1146.4
2013,경기,구리시,경기 구리시,1085.4
2014,경기,구리시,경기 구리시,1100.8
2015,경기,구리시,경기 구리시,1135.9
2016,경기,구리시,경기 구리시,1173
2017,경기,구리시,경기 구리시,1189.5
2018,경기,구리시,경기 구리시,402.8
2003,경기,군포시,경기 군포시,122.8
2004,경기,군포시,경기 군포시,722
2005,경기,군포시,경기 군포시,746.9
2006,경기,군포시,경기 군포시,897.7
2007,경기,군포시,경기 군포시,1096.6
2008,경기,군포시,경기 군포시,1142.3
2009,경기,군포시,경기 군포시,1139.3
2010,경기,군포시,경기 군포시,1129
2011,경기,군포시,경기 군포시,1133.1
2012,경기,군포시,경기 군포시,1120.8
2013,경기,군포시,경기 군포시,1072.8
2014,경기,군포시,경기 군포시,1082.6
2015,경기,군포시,경기 군포시,1137.4
2016,경기,군포시,경기 군포시,1178.9
2017,경기,군포시,경기 군포시,1191.3
2018,경기,군포시,경기 군포시,399.9
2003,경기,권선구,경기 권선구,141.6
2004,경기,권선구,경기 권선구,836.9
2005,경기,권선구,경기 권선구,848.3
2006,경기,권선구,경기 권선구,907.2
2007,경기,권선구,경기 권선구,1089.6
2008,경기,권선구,경기 권선구,1116.6
2009,경기,권선구,경기 권선구,1102.8
2010,경기,권선구,경기 권선구,1123.5
2011,경기,권선구,경기 권선구,1148.4
2012,경기,권선구,경기 권선구,1120.1
2013,경기,권선구,경기 권선구,1071.4
2014,경기,권선구,경기 권선구,1095.6
2015,경기,권선구,경기 권선구,1149.4
2016,경기,권선구,경기 권선구,1175.7
2017,경기,권선구,경기 권선구,1192.5
2018,경기,권선구,경기 권선구,399.9
2003,경기,기흥구,경기 기흥구,152.2
2004,경기,기흥구,경기 기흥구,889.4
2005,경기,기흥구,경기 기흥구,961.7
2006,경기,기흥구,경기 기흥구,1156.5
2007,경기,기흥구,경기 기흥구,1382
2008,경기,기흥구,경기 기흥구,1356.9
2009,경기,기흥구,경기 기흥구,1279.8
2010,경기,기흥구,경기 기흥구,1252.4
2011,경기,기흥구,경기 기흥구,1227.5
2012,경기,기흥구,경기 기흥구,1204.4
2013,경기,기흥구,경기 기흥구,1167.5
2014,경기,기흥구,경기 기흥구,1156.6
2015,경기,기흥구,경기 기흥구,1176.9
2016,경기,기흥구,경기 기흥구,1195.2
2017,경기,기흥구,경기 기흥구,1198
2018,경기,기흥구,경기 기흥구,400.3
2003,경기,김포시,경기 김포시,154.6
2004,경기,김포시,경기 김포시,875.4
2005,경기,김포시,경기 김포시,820.4
2006,경기,김포시,경기 김포시,930.7
2007,경기,김포시,경기 김포시,1103.3
2008,경기,김포시,경기 김포시,1193.8
2009,경기,김포시,경기 김포시,1196
2010,경기,김포시,경기 김포시,1194.4
2011,경기,김포시,경기 김포시,1149.9
2012,경기,김포시,경기 김포시,1094.8
2013,경기,김포시,경기 김포시,1040
2014,경기,김포시,경기 김포시,1066.5
2015,경기,김포시,경기 김포시,1125.7
2016,경기,김포시,경기 김포시,1163.7
2017,경기,김포시,경기 김포시,1180.8
2018,경기,김포시,경기 김포시,402.6
2003,경기,남양주시,경기 남양주시,132.3
2004,경기,남양주시,경기 남양주시,781.1
2005,경기,남양주시,경기 남양주시,764.9
2006,경기,남양주시,경기 남양주시,810.1
2007,경기,남양주시,경기 남양주시,1007.9
2008,경기,남양주시,경기 남양주시,1196.6
2009,경기,남양주시,경기 남양주시,1224.9
2010,경기,남양주시,경기 남양주시,1213.5
2011,경기,남양주시,경기 남양주시,1210.5
2012,경기,남양주시,경기 남양주시,1175.7
2013,경기,남양주시,경기 남양주시,1127.5
2014,경기,남양주시,경기 남양주시,1128.4
2015,경기,남양주시,경기 남양주시,1148.2
2016,경기,남양주시,경기 남양주시,1177.7
2017,경기,남양주시,경기 남양주시,1192.3
2018,경기,남양주시,경기 남양주시,399.7
2003,경기,단원구,경기 단원구,113.1
2004,경기,단원구,경기 단원구,668.7
2005,경기,단원구,경기 단원구,667.8
2006,경기,단원구,경기 단원구,693.8
2007,경기,단원구,경기 단원구,939.3
2008,경기,단원구,경기 단원구,1118.2
2009,경기,단원구,경기 단원구,1107.2
2010,경기,단원구,경기 단원구,1100.2
2011,경기,단원구,경기 단원구,1103.7
2012,경기,단원구,경기 단원구,1107.3
2013,경기,단원구,경기 단원구,1090.9
2014,경기,단원구,경기 단원구,1107.3
2015,경기,단원구,경기 단원구,1157
2016,경기,단원구,경기 단원구,1187.5
2017,경기,단원구,경기 단원구,1194.6
2018,경기,단원구,경기 단원구,399.1
2003,경기,덕양구,경기 덕양구,134.2
2004,경기,덕양구,경기 덕양구,783.6
2005,경기,덕양구,경기 덕양구,757.4
2006,경기,덕양구,경기 덕양구,839.8
2007,경기,덕양구,경기 덕양구,1047
2008,경기,덕양구,경기 덕양구,1153.5
2009,경기,덕양구,경기 덕양구,1160.3
2010,경기,덕양구,경기 덕양구,1152.3
2011,경기,덕양구,경기 덕양구,1141
2012,경기,덕양구,경기 덕양구,1121.2
2013,경기,덕양구,경기 덕양구,1074.4
2014,경기,덕양구,경기 덕양구,1081.8
2015,경기,덕양구,경기 덕양구,1128.2
2016,경기,덕양구,경기 덕양구,1164.3
2017,경기,덕양구,경기 덕양구,1187.6
2018,경기,덕양구,경기 덕양구,399.5
2003,경기,동두천시,경기 동두천시,126.2
2004,경기,동두천시,경기 동두천시,730
2005,경기,동두천시,경기 동두천시,677.5
2006,경기,동두천시,경기 동두천시,700.6
2007,경기,동두천시,경기 동두천시,826.5
2008,경기,동두천시,경기 동두천시,1293.6
2009,경기,동두천시,경기 동두천시,1412.6
2010,경기,동두천시,경기 동두천시,1347.5
2011,경기,동두천시,경기 동두천시,1317.9
2012,경기,동두천시,경기 동두천시,1282
2013,경기,동두천시,경기 동두천시,1185.7
2014,경기,동두천시,경기 동두천시,1169.3
2015,경기,동두천시,경기 동두천시,1173.9
2016,경기,동두천시,경기 동두천시,1176.4
2017,경기,동두천시,경기 동두천시,1191.3
2018,경기,동두천시,경기 동두천시,400.4
2003,경기,동안구,경기 동안구,119.8
2004,경기,동안구,경기 동안구,707.9
2005,경기,동안구,경기 동안구,766.1
2006,경기,동안구,경기 동안구,991.5
2007,경기,동안구,경기 동안구,1205.3
2008,경기,동안구,경기 동안구,1207.2
2009,경기,동안구,경기 동안구,1147.6
2010,경기,동안구,경기 동안구,1136.3
2011,경기,동안구,경기 동안구,1134
2012,경기,동안구,경기 동안구,1102.4
2013,경기,동안구,경기 동안구,1044.2
2014,경기,동안구,경기 동안구,1067.4
2015,경기,동안구,경기 동안구,1129.4
2016,경기,동안구,경기 동안구,1163.6
2017,경기,동안구,경기 동안구,1181.1
2018,경기,동안구,경기 동안구,405.8
2003,경기,만안구,경기 만안구,124.9
2004,경기,만안구,경기 만안구,748.8
2005,경기,만안구,경기 만안구,762.9
2006,경기,만안구,경기 만안구,875
2007,경기,만안구,경기 만안구,1077.9
2008,경기,만안구,경기 만안구,1153.5
2009,경기,만안구,경기 만안구,1153.3
2010,경기,만안구,경기 만안구,1155.9
2011,경기,만안구,경기 만안구,1171.9
2012,경기,만안구,경기 만안구,1174.6
2013,경기,만안구,경기 만안구,1127.5
2014,경기,만안구,경기 만안구,1111.3
2015,경기,만안구,경기 만안구,1150.1
2016,경기,만안구,경기 만안구,1172.4
2017,경기,만안구,경기 만안구,1184.6
2018,경기,만안구,경기 만안구,404
2003,경기,부천시,경기 부천시,132.2
2004,경기,부천시,경기 부천시,774.6
2005,경기,부천시,경기 부천시,763.1
2006,경기,부천시,경기 부천시,826.7
2007,경기,부천시,경기 부천시,1006.7
2008,경기,부천시,경기 부천시,1147.4
2009,경기,부천시,경기 부천시,1183.8
2010,경기,부천시,경기 부천시,1198.9
2011,경기,부천시,경기 부천시,1195.2
2012,경기,부천시,경기 부천시,1162.3
2013,경기,부천시,경기 부천시,1109
2014,경기,부천시,경기 부천시,1122.6
2015,경기,부천시,경기 부천시,1145.5
2016,경기,부천시,경기 부천시,1172
2017,경기,부천시,경기 부천시,1185.6
2018,경기,부천시,경기 부천시,402.4
2003,경기,분당구,경기 분당구,153.5
2004,경기,분당구,경기 분당구,913.1
2005,경기,분당구,경기 분당구,1030.8
2006,경기,분당구,경기 분당구,1228.6
2007,경기,분당구,경기 분당구,1361.6
2008,경기,분당구,경기 분당구,1308.7
2009,경기,분당구,경기 분당구,1197
2010,경기,분당구,경기 분당구,1184.8
2011,경기,분당구,경기 분당구,1173.8
2012,경기,분당구,경기 분당구,1125.9
2013,경기,분당구,경기 분당구,1048.4
2014,경기,분당구,경기 분당구,1066.5
2015,경기,분당구,경기 분당구,1102.2
2016,경기,분당구,경기 분당구,1123.4
2017,경기,분당구,경기 분당구,1158.7
2018,경기,분당구,경기 분당구,423.8
2003,경기,상록구,경기 상록구,120.7
2004,경기,상록구,경기 상록구,715.5
2005,경기,상록구,경기 상록구,719.5
2006,경기,상록구,경기 상록구,747.7
2007,경기,상록구,경기 상록구,947.8
2008,경기,상록구,경기 상록구,1052.7
2009,경기,상록구,경기 상록구,1060.3
2010,경기,상록구,경기 상록구,1061.3
2011,경기,상록구,경기 상록구,1084.8
2012,경기,상록구,경기 상록구,1099.9
2013,경기,상록구,경기 상록구,1099.2
2014,경기,상록구,경기 상록구,1121.3
2015,경기,상록구,경기 상록구,1169.1
2016,경기,상록구,경기 상록구,1191.4
2017,경기,상록구,경기 상록구,1195.3
2018,경기,상록구,경기 상록구,399.9
2003,경기,성남시,경기 성남시,142
2004,경기,성남시,경기 성남시,841.9
2005,경기,성남시,경기 성남시,895.7
2006,경기,성남시,경기 성남시,1061
2007,경기,성남시,경기 성남시,1253.9
2008,경기,성남시,경기 성남시,1252.3
2009,경기,성남시,경기 성남시,1182.3
2010,경기,성남시,경기 성남시,1181.9
2011,경기,성남시,경기 성남시,1166.3
2012,경기,성남시,경기 성남시,1134.8
2013,경기,성남시,경기 성남시,1085.2
2014,경기,성남시,경기 성남시,1096.1
2015,경기,성남시,경기 성남시,1124.6
2016,경기,성남시,경기 성남시,1144.4
2017,경기,성남시,경기 성남시,1171.2
2018,경기,성남시,경기 성남시,414.6
2003,경기,수원시,경기 수원시,135.4
2004,경기,수원시,경기 수원시,789.2
2005,경기,수원시,경기 수원시,786
2006,경기,수원시,경기 수원시,859.1
2007,경기,수원시,경기 수원시,1059.3
2008,경기,수원시,경기 수원시,1090.4
2009,경기,수원시,경기 수원시,1082.5
2010,경기,수원시,경기 수원시,1099.2
2011,경기,수원시,경기 수원시,1125.5
2012,경기,수원시,경기 수원시,1111.5
2013,경기,수원시,경기 수원시,1078.9
2014,경기,수원시,경기 수원시,1099.7
2015,경기,수원시,경기 수원시,1154.8
2016,경기,수원시,경기 수원시,1179
2017,경기,수원시,경기 수원시,1193.2
2018,경기,수원시,경기 수원시,401.5
2003,경기,수정구,경기 수정구,140.9
2004,경기,수정구,경기 수정구,846.6
2005,경기,수정구,경기 수정구,868.3
2006,경기,수정구,경기 수정구,1033.9
2007,경기,수정구,경기 수정구,1239.9
2008,경기,수정구,경기 수정구,1231.1
2009,경기,수정구,경기 수정구,1189.8
2010,경기,수정구,경기 수정구,1197
2011,경기,수정구,경기 수정구,1173.8
2012,경기,수정구,경기 수정구,1150.7
2013,경기,수정구,경기 수정구,1139.2
2014,경기,수정구,경기 수정구,1139.9
2015,경기,수정구,경기 수정구,1152.6
2016,경기,수정구,경기 수정구,1168.5
2017,경기,수정구,경기 수정구,1185.7
2018,경기,수정구,경기 수정구,406.1
2003,경기,수지구,경기 수지구,156
2004,경기,수지구,경기 수지구,934.7
2005,경기,수지구,경기 수지구,1109.5
2006,경기,수지구,경기 수지구,1405.9
2007,경기,수지구,경기 수지구,1560.8
2008,경기,수지구,경기 수지구,1457.3
2009,경기,수지구,경기 수지구,1274.2
2010,경기,수지구,경기 수지구,1250.3
2011,경기,수지구,경기 수지구,1250.9
2012,경기,수지구,경기 수지구,1194.6
2013,경기,수지구,경기 수지구,1111.9
2014,경기,수지구,경기 수지구,1137.4
2015,경기,수지구,경기 수지구,1178.9
2016,경기,수지구,경기 수지구,1201.2
2017,경기,수지구,경기 수지구,1201.5
2018,경기,수지구,경기 수지구,403.8
2003,경기,시흥시,경기 시흥시,110.8
2004,경기,시흥시,경기 시흥시,657.3
2005,경기,시흥시,경기 시흥시,644.3
2006,경기,시흥시,경기 시흥시,667.3
2007,경기,시흥시,경기 시흥시,903.1
2008,경기,시흥시,경기 시흥시,1108.7
2009,경기,시흥시,경기 시흥시,1126.6
2010,경기,시흥시,경기 시흥시,1124
2011,경기,시흥시,경기 시흥시,1123.8
2012,경기,시흥시,경기 시흥시,1112.6
2013,경기,시흥시,경기 시흥시,1078.1
2014,경기,시흥시,경기 시흥시,1094.5
2015,경기,시흥시,경기 시흥시,1144.5
2016,경기,시흥시,경기 시흥시,1174.9
2017,경기,시흥시,경기 시흥시,1186.4
2018,경기,시흥시,경기 시흥시,400
2003,경기,안산시,경기 안산시,117
2004,경기,안산시,경기 안산시,692.6
2005,경기,안산시,경기 안산시,694.3
2006,경기,안산시,경기 안산시,721.3
2007,경기,안산시,경기 안산시,943.8
2008,경기,안산시,경기 안산시,1084.9
2009,경기,안산시,경기 안산시,1083.7
2010,경기,안산시,경기 안산시,1080.7
2011,경기,안산시,경기 안산시,1094.8
2012,경기,안산시,경기 안산시,1104.2
2013,경기,안산시,경기 안산시,1095.3
2014,경기,안산시,경기 안산시,1114.4
2015,경기,안산시,경기 안산시,1163.4
2016,경기,안산시,경기 안산시,1189.6
2017,경기,안산시,경기 안산시,1194.9
2018,경기,안산시,경기 안산시,399.6
2003,경기,안성시,경기 안성시,134.1
2004,경기,안성시,경기 안성시,844.3
2005,경기,안성시,경기 안성시,878.2
2006,경기,안성시,경기 안성시,914.2
2007,경기,안성시,경기 안성시,914.5
2008,경기,안성시,경기 안성시,950.9
2009,경기,안성시,경기 안성시,991.3
2010,경기,안성시,경기 안성시,994.3
2011,경기,안성시,경기 안성시,1019.7
2012,경기,안성시,경기 안성시,1089.1
2013,경기,안성시,경기 안성시,1120.8
2014,경기,안성시,경기 안성시,1153.8
2015,경기,안성시,경기 안성시,1183.7
2016,경기,안성시,경기 안성시,1201.3
2017,경기,안성시,경기 안성시,1200.6
2018,경기,안성시,경기 안성시,398.5
2003,경기,안양시,경기 안양시,121.6
2004,경기,안양시,경기 안양시,722.9
2005,경기,안양시,경기 안양시,764.1
2006,경기,안양시,경기 안양시,943.8
2007,경기,안양시,경기 안양시,1153.3
2008,경기,안양시,경기 안양시,1185.1
2009,경기,안양시,경기 안양시,1148.9
2010,경기,안양시,경기 안양시,1143.1
2011,경기,안양시,경기 안양시,1147.8
2012,경기,안양시,경기 안양시,1128.6
2013,경기,안양시,경기 안양시,1074.4
2014,경기,안양시,경기 안양시,1083.9
2015,경기,안양시,경기 안양시,1137.5
2016,경기,안양시,경기 안양시,1167.2
2017,경기,안양시,경기 안양시,1182.6
2018,경기,안양시,경기 안양시,405
2003,경기,양주시,경기 양주시,136.4
2004,경기,양주시,경기 양주시,803.7
2005,경기,양주시,경기 양주시,780.4
2006,경기,양주시,경기 양주시,763.1
2007,경기,양주시,경기 양주시,870
2008,경기,양주시,경기 양주시,1213.2
2009,경기,양주시,경기 양주시,1319.3
2010,경기,양주시,경기 양주시,1282.3
2011,경기,양주시,경기 양주시,1240.5
2012,경기,양주시,경기 양주시,1219.9
2013,경기,양주시,경기 양주시,1148.5
2014,경기,양주시,경기 양주시,1138.8
2015,경기,양주시,경기 양주시,1149
2016,경기,양주시,경기 양주시,1172.4
2017,경기,양주시,경기 양주시,1191.7
2018,경기,양주시,경기 양주시,400.4
2003,경기,영통구,경기 영통구,135
2004,경기,영통구,경기 영통구,770.1
2005,경기,영통구,경기 영통구,768.7
2006,경기,영통구,경기 영통구,888
2007,경기,영통구,경기 영통구,1092.4
2008,경기,영통구,경기 영통구,1097.9
2009,경기,영통구,경기 영통구,1066.4
2010,경기,영통구,경기 영통구,1081.1
2011,경기,영통구,경기 영통구,1111.2
2012,경기,영통구,경기 영통구,1093.2
2013,경기,영통구,경기 영통구,1053.2
2014,경기,영통구,경기 영통구,1085
2015,경기,영통구,경기 영통구,1155.4
2016,경기,영통구,경기 영통구,1181.5
2017,경기,영통구,경기 영통구,1194.2
2018,경기,영통구,경기 영통구,404.6
2003,경기,오산시,경기 오산시,151
2004,경기,오산시,경기 오산시,903.5
2005,경기,오산시,경기 오산시,867.9
2006,경기,오산시,경기 오산시,858.1
2007,경기,오산시,경기 오산시,985
2008,경기,오산시,경기 오산시,1038.4
2009,경기,오산시,경기 오산시,1049.6
2010,경기,오산시,경기 오산시,1065.1
2011,경기,오산시,경기 오산시,1115.7
2012,경기,오산시,경기 오산시,1162.6
2013,경기,오산시,경기 오산시,1150.4
2014,경기,오산시,경기 오산시,1152.9
2015,경기,오산시,경기 오산시,1181.8
2016,경기,오산시,경기 오산시,1194.2
2017,경기,오산시,경기 오산시,1199.8
2018,경기,오산시,경기 오산시,394.2
2003,경기,용인시,경기 용인시,153.1
2004,경기,용인시,경기 용인시,907.3
2005,경기,용인시,경기 용인시,997.7
2006,경기,용인시,경기 용인시,1170.1
2007,경기,용인시,경기 용인시,1380.5
2008,경기,용인시,경기 용인시,1356.5
2009,경기,용인시,경기 용인시,1260.2
2010,경기,용인시,경기 용인시,1239.2
2011,경기,용인시,경기 용인시,1230.5
2012,경기,용인시,경기 용인시,1198.2
2013,경기,용인시,경기 용인시,1147
2014,경기,용인시,경기 용인시,1151.2
2015,경기,용인시,경기 용인시,1178.5
2016,경기,용인시,경기 용인시,1198.1
2017,경기,용인시,경기 용인시,1200
2018,경기,용인시,경기 용인시,401.1
2003,경기,의왕시,경기 의왕시,119.7
2004,경기,의왕시,경기 의왕시,707
2005,경기,의왕시,경기 의왕시,760
2006,경기,의왕시,경기 의왕시,943.4
2007,경기,의왕시,경기 의왕시,1190.5
2008,경기,의왕시,경기 의왕시,1173.2
2009,경기,의왕시,경기 의왕시,1113.9
2010,경기,의왕시,경기 의왕시,1086.7
2011,경기,의왕시,경기 의왕시,1096.2
2012,경기,의왕시,경기 의왕시,1094.2
2013,경기,의왕시,경기 의왕시,1049.4
2014,경기,의왕시,경기 의왕시,1087.6
2015,경기,의왕시,경기 의왕시,1137.4
2016,경기,의왕시,경기 의왕시,1170.6
2017,경기,의왕시,경기 의왕시,1188
2018,경기,의왕시,경기 의왕시,404.5
2003,경기,의정부시,경기 의정부시,122.7
2004,경기,의정부시,경기 의정부시,717.3
2005,경기,의정부시,경기 의정부시,680.7
2006,경기,의정부시,경기 의정부시,678.8
2007,경기,의정부시,경기 의정부시,894.6
2008,경기,의정부시,경기 의정부시,1182.8
2009,경기,의정부시,경기 의정부시,1250.6
2010,경기,의정부시,경기 의정부시,1221.1
2011,경기,의정부시,경기 의정부시,1218.7
2012,경기,의정부시,경기 의정부시,1190.8
2013,경기,의정부시,경기 의정부시,1135.6
2014,경기,의정부시,경기 의정부시,1119.3
2015,경기,의정부시,경기 의정부시,1139.2
2016,경기,의정부시,경기 의정부시,1168.6
2017,경기,의정부시,경기 의정부시,1188.1
2018,경기,의정부시,경기 의정부시,400.5
2003,경기,이천시,경기 이천시,132.1
2004,경기,이천시,경기 이천시,783.5
2005,경기,이천시,경기 이천시,819.8
2006,경기,이천시,경기 이천시,861
2007,경기,이천시,경기 이천시,903.1
2008,경기,이천시,경기 이천시,1025.6
2009,경기,이천시,경기 이천시,1028
2010,경기,이천시,경기 이천시,1049.9
2011,경기,이천시,경기 이천시,1077.1
2012,경기,이천시,경기 이천시,1095.5
2013,경기,이천시,경기 이천시,1100.3
2014,경기,이천시,경기 이천시,1125.5
2015,경기,이천시,경기 이천시,1156.5
2016,경기,이천시,경기 이천시,1184.6
2017,경기,이천시,경기 이천시,1198.5
2018,경기,이천시,경기 이천시,400.9
2003,경기,일산동구,경기 일산동구,130.5
2004,경기,일산동구,경기 일산동구,788.2
2005,경기,일산동구,경기 일산동구,817.9
2006,경기,일산동구,경기 일산동구,982
